company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored,total_filed,wilson_lower,wilson_upper,point_rate,uncertainty_width,recommendation,Y,Y_hat,group
BODYSHOPBIDS INC,Other,bodyshopbids.com,CHICAGO,IL,60602,(312) 870-5329,2010.0,15.0,"Andy Cohen, Brad Weisberg, C.J. Przybyl, Dan Colomb, Dan Giancola, Dan Glancola, Jamie Yonder, Sarah Doll, Susan Sell","Benjamin Malka, Brad Keywell, Dennis Chookaszian, Donald Lacey, Howard Tullman, Michael Mauceri, Michael Smith, Mike Mauceri, Richard Zullo, Sanjay Aggarwal, Sheila Gulati, Victor Pascucci",98377908.0,4999997.0,Seed,2023-06-30,14.0,0.0,100.0,130040.26,['Senior QA Engineer'],14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
BOTFACTORY INC,Other Technology,botfactory.com,LONG ISLAND CITY,NY,11101,(347) 377-2687,2013.0,12.0,Nicolas Vansnick,"Carlos Ospina, Lawrence Richenstein, Michael Knox",1302174.0,1302174.0,Pre-Seed,2016-08-22,4.0,0.0,100.0,93600.0,['Electrical Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
BRIGHTFARMS INC,Other,brightfarms.com,NEW YORK,NY,10036,(212) 358-1100,2011.0,14.0,"Josh S.H. Norbury, Neal Parikh, Paul Lightfoot","Brian S.H. Rich, Christian W.E. Haub, Donald S. Phillips, Gregory S.H. Oberholtzer, Peter H. Grubstein, Peter S.H. Grubstein, Susan S.H. Shields, Theodore Caplow, Thomas Emmons, Tyler S.H. Newton",44370100.0,30200500.0,Series B,2016-09-20,8.0,0.0,100.0,112455.12,['Finance Manager'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
BRINQA INC,Other Technology,brinqa.com,AUSTIN,TX,78731,(512) 372-1004,2021.0,4.0,Amad Fida,"Hilda Perez, Thomas Krane",39999996.0,39999996.0,Series B,2021-05-26,10.0,0.0,100.0,99466.0,"['Director, Solutions Engineering']",10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,YOUNG
C4 THERAPEUTICS INC,Biotechnology,c4therapeutics.com,Cambridge,MA,2142,(202) 421-7994,2015.0,10.0,"Jason Fisherman, Marc Cohen","Bruce M. Downey, Kenneth M. Anderson, Malcolm S. Salter, Miles M. Stuchin, William M. Scalzulli",73485000.0,73485000.0,Series C,2015-12-29,6.0,0.0,100.0,108784.0,['Senior Research Scientist'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
CABAN SYSTEMS HOLDING INC,Other Technology,,BURLINGAME,CA,94010,(786) 645-7056,2022.0,3.0,"Alexandra Rasch, Allen Pitts, Ryan Bisch","Bob Kelly, Brynne Kennedy, Caleb Powers, David Kaposi, Elena Savostianova",123121328.0,123121328.0,Series D+,2025-02-21,4.0,0.0,100.0,130410.5,"['Firmware/Electrical Engineer', 'Senior Software Technical Program Manager']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
CALA HEALTH INC,Other Health Care,cala-health.com,SAN MATEO,CA,94404,(415) 890-3961,2013.0,12.0,"DEANNA HARSHBARGER, GREG ENXING SCHULTE, KATE ROSENBLUTH, KATHRYN ROSENBLUTH, RENEE RYAN, SERENA WONG, STEVE ENXING HIGA, TERRY SANGER","AMY LEN KOBE, ASHA NAYAK, JAMES LEE, JOHN KUELPER, JORDI PARRAMON, MARK A. DEEM, MICHAEL A. CARUSI, MICHAEL CARUSI, NEIL ENXING TIWARI, NEIL TIWARI, NICOLE WALKER, RENEE RYAN, ROBERT PAULL, SCOTT DELP, STACY ENXING SENG, TED A. KOUTOUZIS",182160593.0,51109778.0,Series C,2024-11-12,12.0,4.0,75.0,90750.0,['Clinical Specialist II'],16.0,0.5050123107060135,0.8981809801576265,0.75,0.393168669451613,CONSIDER,1,0,ESTABLISHED
CAMBRIDGE MOBILE TELEMATICS INC,Other Technology,cambridgemobiletelematics.com,CAMBRIDGE,MA,2142,(610) 212-1014,2013.0,12.0,"Fran Smith, Hari Balakrishnan, William Powers","Anton Ossip, Scott Jarr",17500000.0,17500000.0,Seed,2014-08-11,72.0,0.0,100.0,134615.5,"['Director of Product Management', 'Principal Data Scientist I', 'Principal Commodity Specialist I', 'Senior Software Engineer - Machine Learning']",72.0,0.9493470601886036,1.0,1.0,0.0506529398113964,PRIORITIZE,1,1,ESTABLISHED
CANTO TECHNOLOGIES INC,Other,canto.com,AUSTIN,TX,78701,(215) 792-2299,2023.0,2.0,"James Glancy, Rafael Lopez",Alexandre Lazarow,8000000.0,8000000.0,Series A,2023-12-18,216.0,4.0,98.1818181818182,121050.0,"['Manager, Controllers Design Engineer ', 'Senior Thermal Test Engineer', 'GA Manufacturing Engineer', 'Associate Powertrain Control Engineer', 'Manufacturing Engineer - BiW', 'Financial Analyst']",220.0,0.954190892145692,0.9929074130844348,0.9818181818181818,0.0387165209387427,PRIORITIZE,1,1,YOUNG
CARBON INC,Other Technology,carbon.com,REDWOOD CITY,CA,94063,(650) 285-6307,2013.0,12.0,"Elisa S. de Martel, Joseph M. DeSimone, Josh S. Green, Luke S. Kelly","Adam J. Grosser, Alan S. Mulally, Andy S. Wheeler, Ellen J. Kullman, Eric J. Liedtke, James J. Goetz, Robert E. Long, Jr.",499999992.0,300000000.0,Series D+,2019-03-22,8.0,0.0,100.0,243500.0,"['Staff Software Engineer – Simulation Development', 'Senior Manager, Software Engineering']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
CARDFLIGHT INC,Other Technology,cardflight.com,NEW YORK,NY,10021,(000) 000-0000,2011.0,14.0,Derek Webster,"John Frankel, Tony VanBrackle",1000000.0,1000000.0,Pre-Seed,2014-09-09,10.0,0.0,100.0,163750.0,"['Engineering Manager', 'Senior Software Engineer']",10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
CAREDOX INC,Other Technology,caredox.com,Forest Hills,NY,11375,(650) 394-5566,2010.0,15.0,"Brett Shamosh, Hesky Kutscher, James Bugden, Milo Azarmsa, Tony Boselli","Avi Naider, Eyal Niv, Gavin Teo, Geoff Smith, Geoffrey Smith, Greg Goff, Gregory B Goff, Howard Morgan, Ilya B Nykin, Ilya Nykin, Karthic Bala, Robert Garber",66316223.0,7999999.0,Seed,2020-05-11,44.0,2.0,95.65217391304348,168500.0,"['Senior Biostatistician', 'Senior Medical Science Liaison']",46.0,0.8546747708094659,0.9879948064111692,0.9565217391304348,0.1333200356017032,PRIORITIZE,1,1,ESTABLISHED
CARGOMATIC INC,Other,cargomatic.com,MARINA DEL REY,CA,90292,(866) 513-2343,2013.0,12.0,"Brett Parker, Jonathan Kessler",Hrach Simonian,12645564.0,11645564.0,Series A,2015-01-16,16.0,0.0,100.0,135000.0,['RPA Developer'],16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
CARGOMETRICS TECHNOLOGIES LLC,Other,cargometrics.com,BOSTON,MA,2108,(857) 265-7330,2012.0,13.0,"James Scully, Scott Borgerson","Dan Cohen, Daniel Freifeld, Jim Manzi",31890262.0,20000000.0,Series A,2017-07-27,4.0,0.0,100.0,145885.82,['Sr. Maritime Scientist'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
CARIBOU BIOSCIENCES INC,Biotechnology,cariboubiosciences.com,BERKELEY,CA,94710,(510) 982-6030,2011.0,14.0,"Andrew May, Andrew P. May, Barbara G. McClung, Jason B. O'Byrne, Rachel E. Haurwitz, Rachel Haurwitz, Steven B. Kanner, Un G. Kwon-Casado","Jeffrey G. Long-McGie, Jenny E. Rooke, Jenny Rooke, Natalie R. Sacks, Philip E. Austin, Robert E. Weisskoff, Robert Weisskoff, Rodolphe Barrangou, Rodolphe E. Barrangou, Santhosh G. Palani",161799361.0,114999613.0,Series D+,2021-03-02,16.0,0.0,100.0,92650.0,['Analytical Development Associate '],16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
CASPER SLEEP INC,Other Technology,caspersleep.com,NEW YORK,NY,10011,(713) 269-4861,2013.0,12.0,"Neil A. Parikh, Neil Parikh, Philip A. Krim, Philip Krim, Timothy Luke Sherwin","Ben Lerer, Tony Florence",69949989.0,54999991.0,Series C,2015-06-05,8.0,0.0,100.0,148395.68,"['Quality Assurance Engineer', 'Program Manager, Operations Technology']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
CELLICS THERAPEUTICS INC,Biotechnology,,San Diego,CA,92121,(858) 412-6148,2014.0,11.0,"Huiqing Zhu, Jie Zhang, Lili Xie","Angela Fang Chen, Cihui Li, Dai Jimming, Dai Jinming, Liangfang Zhang, Wei Shen, Weiwei Gao",57000718.0,25000000.0,Series A,2022-02-08,4.0,0.0,100.0,72000.0,['Research Associate '],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
CHAINALYSIS INC,Other Technology,chainalysis.com,NEW YORK,NY,10003,(415) 316-4371,2015.0,10.0,"Jan Moller, Jonathan Levin, Michael Gronager, Rakib Azad","Lee Fixel, Philippe Botteri, Sarah Tavel",201499983.0,99999998.0,Series C,2021-03-23,62.0,0.0,100.0,200000.0,['Senior Software Engineer'],62.0,0.9416539087749995,1.0,1.0,0.0583460912250004,PRIORITIZE,1,1,ESTABLISHED
CHECKR INC,Other Technology,checkr.com,SAN FRANCISCO,CA,94104,(415) 766-9535,2014.0,11.0,"Daniel Yanisse, Jennifer Yeh, Jonathan Perichon, Naeem Ishaq, Todd Freedman","Ali Rowghani, Ingrid Lestiyo, Marcus Ryu, Richard Wong",524999961.0,249999966.0,Series D+,2021-08-24,76.0,8.0,90.47619047619048,197500.0,"['Senior Product Designer ', 'Engineering Manager', 'Senior Integration Engineer']",84.0,0.8231718131587017,0.9509488768105157,0.9047619047619048,0.1277770636518138,PRIORITIZE,1,1,ESTABLISHED
CLARIFY HEALTH SOLUTIONS INC,Other Health Care,clarifyhealthsolutions.com,SAN FRANCISCO,CA,94105,(844) 425-2743,2015.0,10.0,"Jean Drouin, Todd Gottula","Ali Satvat, Blair Christie, David Grayce, Hilary Gosher, John Cochran, John H. Cochran, Johnny Kim, Will Reed",461357645.0,165628751.0,Series D+,2022-04-04,18.0,2.0,90.0,202500.0,"['Senior Software Engineer ', 'Senior Director, Data Engineering ']",20.0,0.6989617935882066,0.9721341060158468,0.9,0.2731723124276402,CONSIDER,1,0,ESTABLISHED
CLEAR LABS INC,Biotechnology,clearlabs.com,San Carlos,CA,94070,(650) 257-3304,2013.0,12.0,"Brian Hogan, Edward Fan, Jeff Field, Kazutaka Ohno, Mahni H. Ghorashi, Ramin Khaksar, Sasan Amini","Charlie Piper, Gaurav Garg, Greg H. Yap, Greg Yap, Michael Robach, Michael Taylor, Ming Fang, Mostafa H. Ronaghi, Mostafa Ronaghi, Nicolas H. Roelofs",167499994.0,50000000.0,Series B,2024-12-12,6.0,0.0,100.0,120000.0,['Bioinformatics Scientist II'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
CLOUDLABS INC,Other Technology,cloudlabs.com,SAN FRANCISCO,CA,94107,(415) 562-7756,2012.0,13.0,H. Varun Ganapathi,"Joshua Varun Wiseman, Shana Varun Fisher",6520244.0,6520244.0,Series A,2016-07-01,20.0,4.0,83.33333333333334,154350.0,['SAP Solutions Lead'],24.0,0.6414652961213058,0.9332143199927108,0.8333333333333334,0.2917490238714051,CONSIDER,1,0,ESTABLISHED
CNT HOLDINGS I CORP,Other Health Care,,NEW YORK,NY,10103,(212) 644-5900,2015.0,10.0,"Alexandre L. Mehfar, Barbara L. Burns, Brett R. Gappmayer, Brian Bethers, Steven E. DeCillis, III",Jeffrey R. Swenson,546044152.0,546044152.0,Series D+,2016-01-21,4.0,0.0,100.0,172000.0,['Senior iOS Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
CODAMETRIX INC,Other Health Care,codametrix.com,BOSTON,MA,2116,(857) 263-3264,2021.0,4.0,"Hamid Tabatabaie, Jay Aslam, Jim Whelan, Kevin Schmitt, Mark Pottle, Tara Bradley","Akhilesh Samant, Christopher Scoggins, Gaye Bok, Keith Kerman, Peter Markell, Roger Kitterman, Todd Cozzens",112394508.0,15000000.0,Series A,2025-04-16,18.0,0.0,100.0,155000.0,['NLP Scientist'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,YOUNG
CODEAC SOLUTIONS INC,Other,codeacsolutions.com,Chicago,IL,60611,(217) 656-5997,2022.0,3.0,"Ben Hall, Laine Klopfenstein",Gary Klopfenstein,1262000.0,1262000.0,Pre-Seed,2024-03-04,100.0,0.0,100.0,104637.98,"['Software Developer', '.Net Developer', 'Software Developer', 'Software Engineer', '.Net Developer', 'Senior .Net Developer']",100.0,0.963005192523998,1.0,1.0,0.0369948074760018,PRIORITIZE,1,1,YOUNG
CODER TECHNOLOGIES INC,Other Technology,codertechnologies.com,AUSTIN,TX,78748,(512) 593-8418,2015.0,10.0,"Ammar A. Bandukwala, Ammar Bandukwala, Andrew A. Entwistle, John A. Entwistle, Kyle A. Carberry, Kyle Carberry, Robert Whiteley","Alex A. Bard, Alex Bard, Andrew McLoughlin, Glenn A. Solomon, Glenn Solomon, Russell Moore",85268715.0,34999990.0,Series B,2024-06-20,10.0,0.0,100.0,95000.0,['Architectural Design Lead'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
COEFFICIENT WORKS INC,Other Technology,coefficient-works.com,SAN MATEO,CA,94402,(408) 203-1570,2022.0,3.0,Navneet Loiwal,,17900000.0,17900000.0,Series B,2022-08-30,10.0,0.0,100.0,168500.0,['Software Engineer'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,YOUNG
COGNIAC CORP,Other,cogniac.com,San Jose,CA,95113,(408) 621-0113,2015.0,10.0,"Charles Myers, Eric Jensen, Eric S. Jensen, William S.A. Kish","Alexei Andreev, Alexei S. Andreev, Andre Turenne, Guarav S.A. Garg, William Kish, William S. Kish",50205200.0,29999991.0,Series B,2021-09-01,8.0,0.0,100.0,175000.0,['Sr. Machine Learning Engineer'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
COGNIDA INC,Other Technology,cognida.com,LINCOLNSHIRE,IL,60069,919052E+11,2021.0,4.0,"Maruthi Dogiparthi, Sumesh Balakrishman",,4702647.0,4702647.0,Seed,2022-10-28,14.0,0.0,100.0,94016.0,['Delivery Manager/Solution Architect'],14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,YOUNG
COHESITY INC,Other Technology,cohesity.com,SAN JOSE,CA,95110,(855) 926-4374,2013.0,12.0,"LORENZO MONTESI, MOHIT ARON, ROB SALMON, TIMOTHY ROBBINS","DANIEL WARMENHOVEN, GAURAV GARG, WILLIAM COUGHRAN",249999951.0,249999951.0,Series D+,2018-06-14,412.0,4.0,99.03846153846156,154263.5,"['Sr. Member of Technical Staff', 'Sr Technical Lead', 'Senior Member of Technical Staff', 'Senior Manager, Quality Engineering', 'Senior MTS', 'Sr. Member of Technical Staff', 'Sr. Site Reliability Engineer', 'Member of Technical Staff', 'Sr. Product Solutions Architect', 'Member of Technical Staff 2']",416.0,0.9755404260235184,0.9962546509769504,0.9903846153846154,0.0207142249534317,PRIORITIZE,1,1,ESTABLISHED
CONFLUENT INC,Other Technology,confluent.com,PALO ALTO,CA,94301,(800) 439-3207,2014.0,11.0,"Edward (Jay) Kreps, Neha Narkhede","Eric Vishria, Matthew Miller, Michelangelo Volpi",49999988.0,49999988.0,Series C,2017-02-21,610.0,0.0,100.0,165000.0,"['Software Engineer', 'Senior Software Engineer', 'Staff Software Engineer', 'Sr. Business Systems Analyst - GTM', 'Senior Cloud Partner Solutions Engineer - AWS Field']",610.0,0.9937417079585352,1.0,1.0,0.0062582920414646,PRIORITIZE,1,1,ESTABLISHED
CONTINUUS PHARMACEUTICALS INC,Pharmaceuticals,,BOSTON,MA,2114,(617) 417-6433,2012.0,13.0,Salvatore Mascia,"Andrea Semprini, Bayan Takizawa, Bernhardt Trout, Jonathan Fleming, Mark Bamforth, Nicola Maron",7600041.0,5000041.0,Series A,2019-08-26,12.0,0.0,100.0,118333.33333333331,"['Senior Analytical Scientist ', 'Scientist, Analytical Chemistry ', 'Process Chemist', 'Scientist 1 Analytical Chemistry', 'Associate Scientist Process Engineer', 'Scientist I Process Engineering', 'Lead Computer Systems Validation Engineer', 'Quality Assurance Manager']",12.0,0.7574992425007574,1.0,1.0,0.2425007574992426,PRIORITIZE,1,1,ESTABLISHED
CONTORO INC,Other Technology,contoro.com,AUSTIN,TX,78758,(512) 571-4654,2022.0,3.0,Youngmok Yun,"Ashish Deshpande, Ilyong Choi, Joshua Duyan",19500037.0,13500060.0,Series A,2025-03-05,6.0,0.0,100.0,175000.0,['Director of Product'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,YOUNG
CONVAI TECHNOLOGIES INC,Other Technology,convai.com,SAN JOSE,CA,95112,(352) 484-2753,2022.0,3.0,,"Prashant Mishra, Venktesh Shukla",4750000.0,4750000.0,Seed,2021-12-28,8.0,0.0,100.0,140000.0,['Senior Data Scientist'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,YOUNG
CONVOY INC,Other Technology,convoy.com,SEATTLE,WA,98101,(855) 526-6869,2015.0,10.0,"Brian Kreiner, Dan Lewis, Diankha Linear, Grant Goodale","Ali Rowghani, Anu Hariharan, David Lawee, Hadi Partovi, Joy Tuffield, Reid Hoffman, Simon Rothman",585000000.0,400000000.0,Series D+,2019-10-30,22.0,2.0,91.66666666666666,153200.0,"['Software Engineer', 'Business Intelligence Engineer', 'Senior Program Manager, New Initiatives', 'Business Intelligence Engineer ', 'Software Engineer – T6']",24.0,0.741507847985494,0.9768416721570266,0.9166666666666666,0.2353338241715326,PRIORITIZE,1,1,ESTABLISHED
COURSERA INC,Other,coursera.com,MOUNTAIN VIEW,CA,94041,(650) 963-9884,2011.0,14.0,"Anne Cappel, Anne Tuttle Cappel, Daphne Koller, David Liu, Jeff Maggioncalda, John Madigan, Ken Hahn, Lila Ibrahim, Nikhil Tuttle Sinha, Richard Levin, Tom Tuttle Kovats","Andrew Ng, Dan Avida, Daphne Koller, John Doerr, Sabrina Simmons, Scott Sandell, Ted Mitchell",392555538.0,129999986.0,Series D+,2020-07-07,88.0,2.0,97.77777777777776,151674.0,"['Software Engineer', 'Data Engineer', 'Senior Strategy and Operations Manager ', 'Software Engineer II', 'Senior Director, Software Engineering']",90.0,0.922553226191924,0.9938846862051364,0.9777777777777776,0.0713314600132122,PRIORITIZE,1,1,ESTABLISHED
COVERWALLET INC,Other Technology,coverwallet.com,NEW YORK,NY,10013,(646) 844-9933,2015.0,10.0,Inaki Berenguer,"Charles Moldow, John Buttrick",18499995.0,18499995.0,Series B,2017-09-21,10.0,0.0,100.0,154472.5,"['Sr. Product Manager', 'Strategy & Operations Manager']",10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
CREDIBLE LABS INC,Other Technology,credible-labs.com,SAN FRANCISCO,CA,94111,(415) 801-8275,2012.0,13.0,"STEPHEN DASH, Stephen Dash","DEAN DORRELL, Dean Dorrell, SOULAIMANE HTITE, Soulaimane Htite",22799908.0,10000000.0,Series A,2016-12-20,44.0,2.0,95.65217391304348,138500.0,['Business Intelligence Data Analyst III'],46.0,0.8546747708094659,0.9879948064111692,0.9565217391304348,0.1333200356017032,PRIORITIZE,1,1,ESTABLISHED
CS DISCO INC,Other Technology,csdisco.com,AUSTIN,TX,78746,(833) 653-4726,2013.0,12.0,"Kiwi Camara, Michael Lafair, Michael S. Lafair","Aaron Clark, James Offerdahl, Krishna Srinivasan, Robert Goodman, Tyson S. Baber",159275558.0,60000563.0,Series C,2020-09-29,18.0,0.0,100.0,210000.0,['Senior Platform Software Architect – Shared Services'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
DATABRICKS INC,Other Technology,databricks.com,SAN FRANCISCO,CA,94105,(866) 330-0121,2013.0,12.0,"Ali Ghodsi, Ali Ghosdi, David Conte, Ion Stoica, Matei Zaharia, Tram Phi","Ben Horowitz, Elena Donio, Jonathan Chadwick, Matei Zaharia, Peter Sonsini, Scott Shenker",18421062869.0,1074999900.0,Series D+,2025-09-08,1640.0,8.0,99.51456310679612,149422.5,"['Software Engineer', 'Senior Software Engineer', 'Solutions Architect', 'Specialist Solutions Architect', 'Senior Solutions Engineer']",1648.0,0.9904499790735444,0.9975382154361472,0.9951456310679612,0.0070882363626028,PRIORITIZE,1,1,ESTABLISHED
DATADOG INC,Other Technology,datadog.com,NEW YORK,NY,10001,(866) 329-4466,2010.0,15.0,"Alexis Le-Quoc, Amit Agarwal, Andrew Becherer, Anthony Merlino, Brian Cyr, Chad Savoy, Olivier Pomel","Dev Ittycheria, Kirill Sheynkman, Michael Callahan, Murat Bicer, Shardul Shah",140607300.0,94507338.0,Series C,2015-12-28,340.0,0.0,100.0,181000.0,"['Software Engineer II', 'Senior Software Engineer', 'Software Engineer', 'Privacy Counsel', 'PRODUCT MANAGER']",340.0,0.9888274135532176,1.0,1.0,0.0111725864467824,PRIORITIZE,1,1,ESTABLISHED
DATALEGO INC,Other Technology,datalego.com,SAN FRANCISCO,CA,94107,(415) 713-4939,2022.0,3.0,Ruisheng Shi,Chi Zhang,4500000.0,4500000.0,Seed,2022-02-17,10.0,2.0,83.33333333333334,220000.0,['Software Engineer'],12.0,0.5519636426153274,0.9530358523851776,0.8333333333333334,0.4010722097698502,CONSIDER,1,0,YOUNG
DATAROBOT INC,Other,datarobot.com,BOSTON,MA,2110,(617) 765-4500,2012.0,13.0,"Damon Fletcher, Dan Wright, George Karamanos, Jeremy Achin, Matthew de Cain, Thomas de Godoy","Charles Robel, Charles de Robel, Christopher Lynch, Christopher P. Lynch, Christopher de Lynch, Harry Weller, Hilarie de Koplow-McAdams, Jayendra D. Das, Jayendra Das, Jayendra de Das, Jit Saxena, Jitendra P. Saxena, Jitendra Saxena, Rob de Ward, Robert D. Ward, Tony Florence, Tony P. Florence",880197723.0,34758737.0,Series B,2021-08-13,38.0,2.0,95.0,195000.0,"['Senior QA Engineer', 'Database Engineer', 'AI Success Manager', 'Senior Presales Data Science Lead', 'Director, Engineering', 'Pre-Sales Data Scientist', 'Principal Platform Technical Product Manager']",40.0,0.834958291820748,0.9861796228538988,0.95,0.1512213310331509,PRIORITIZE,1,1,ESTABLISHED
DATASTAX INC,Other Technology,datastax.com,SANTA CLARA,CA,95054,(650) 389-6000,2010.0,15.0,"Billy Bosworth, Chet Kapoor, Clint Smith, Dennis Wolf, Jonathan Ellis","Andy Vitus, Eric Chin, Holger Staude, Jim Baum, John Vrionis, Jonathan Ellis, Kelly Battles, Randy Gottfried",147571788.0,37571788.0,Series B,2021-05-12,94.0,0.0,100.0,157477.0,"['Software Engineer', 'Escalations Engineer', 'Software Engineer - Data Platform']",94.0,0.9607365374237544,1.0,1.0,0.0392634625762455,PRIORITIZE,1,1,ESTABLISHED
DATAVISOR INC,Other Technology,datavisor.com,MOUNTAIN VIEW,CA,94043,(408) 331-9886,2013.0,12.0,"Caiwei Li, Fang Yu, Priya Rajan, Yinglian Xie","David Yoo, Jon Sakoda, Kai Wang, Kevin Fong, Tim Drager",80000093.0,39999998.0,Series B,2022-12-06,20.0,0.0,100.0,137302.5,"['Senior Software Engineer - AI/Algo', 'Product Manager ', 'Senior Data Scientists']",20.0,0.8388698745050667,1.0,1.0,0.1611301254949333,PRIORITIZE,1,1,ESTABLISHED
DATOMETRY INC,Other Technology,datometry.com,SAN FRANCISCO,CA,94107,(206) 601-6220,2013.0,12.0,Florian M. Waas,,1000000.0,1000000.0,Pre-Seed,2014-04-14,4.0,0.0,100.0,160000.0,['Senior Research Scientist'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
DEAKO INC,Other Technology,deako.com,Seattle,WA,98105,(408) 410-4448,2015.0,10.0,"Alexander Strunkin, Derek Richardson, Li Jun, Wes Nicol","Brian Weeks, Doug Renert, Douglas Renert, Jun Li",57961855.0,3413518.0,Seed,2024-06-28,8.0,0.0,100.0,100000.0,['Data Engineer II'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
DECIPHERA PHARMACEUTICALS LLC,Pharmaceuticals,,WALTHAM,MA,2451,(781) 209-6400,2015.0,10.0,"Christopher J. Morl, Daniel F. Flynn, Ph.D., Daniel L. Flynn, Ph.D., Michael D. Taylor, Ph.D., Michael Taylor, Oliver F. Rosen, M.D., Oliver L. Rosen, M.D., Thomas F. Kelly, Thomas L. Kelly","Dennis A. Walsh, James A. Bristol, Ph.D., John A. Martin, Liam A. Ratcliffe, M.D., Ph.D., Michael A. Ross, Patricia L. Allen",217903662.0,52299628.0,Series C,2017-05-26,8.0,0.0,100.0,135000.0,"['Manager, Regulatory CMC']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
